symbol,exchange,mic,name,currency,type,shares_outstanding,last_updated,is_active
QXO,NYSE,XNYS,"QXO, Inc. Common Stock",USD,Common Stock,673556656,2025-10-19 04:18:18.855648,1
R,NYSE,XNYS,"Ryder System, Inc. Common Stock",USD,Common Stock,40790636,2025-10-19 04:18:19.574337,1
RA,NYSE,XNYS,Brookfield Real Assets Income Fund Inc. Common Stock,USD,Common Stock,55254696,2025-10-19 04:18:19.946307,1
RAC,NYSE,XNYS,Rithm Acquisition Corp. Class A Ordinary Shares,USD,Common Stock,23660000,2025-10-19 04:18:19.943139,1
RACE,NYSE,XNYS,Ferrari N.V. Common Shares,USD,Common Stock,177807671,2025-10-19 04:18:20.093498,1
RAL,NYSE,XNYS,Ralliant Corporation Common Stock,USD,Common Stock,112739191,2025-10-19 04:18:19.948550,1
RAMP,NYSE,XNYS,"LiveRamp Holdings, Inc. Common Stock",USD,Common Stock,65605418,2025-10-19 04:18:20.294140,1
RBA,NYSE,XNYS,"RB Global, Inc. Common Stock",USD,Common Stock,185599375,2025-10-19 04:18:19.971048,1
RBC,NYSE,XNYS,RBC Bearings Incorporated Common Stock,USD,Common Stock,31562598,2025-10-19 04:18:20.336285,1
RBLX,NYSE,XNYS,Roblox Corporation Class A Common Stock,USD,Common Stock,645032994,2025-10-19 04:18:20.336865,1
RBOT,NYSE,XNYS,Vicarious Surgical Inc. Class A Common Stock,USD,Common Stock,5894024,2025-10-19 04:18:20.444310,1
RBRK,NYSE,XNYS,"Rubrik, Inc. Class A Common Stock",USD,Common Stock,142085609,2025-10-19 04:18:20.368942,1
RC,NYSE,XNYS,Ready Capital Corporation Common Stock,USD,Common Stock,164327272,2025-10-19 04:18:21.199063,1
RCI,NYSE,XNYS,"Rogers Communication, Inc. Common Stock",USD,Common Stock,429073267,2025-10-19 04:18:21.425583,1
RCL,NYSE,XNYS,Royal Caribbean Cruises Ltd. Common Stock,USD,Common Stock,271627660,2025-10-19 04:18:21.419679,1
RCS,NYSE,XNYS,"PIMCO Strategic Income Fund, Inc.",USD,Common Stock,46726000,2025-10-19 04:18:21.466058,1
RCUS,NYSE,XNYS,"Arcus Biosciences, Inc. Common Stock",USD,Common Stock,106430976,2025-10-19 04:18:21.955896,1
RDDT,NYSE,XNYS,"Reddit, Inc. Class A Common Stock",USD,Common Stock,134585853,2025-10-19 04:18:21.781515,1
RDN,NYSE,XNYS,Radian Group Inc. Common Stock,USD,Common Stock,135450446,2025-10-19 04:18:21.784649,1
RDW,NYSE,XNYS,Redwire Corporation Common Stock,USD,Common Stock,164421487,2025-10-19 04:18:21.856152,1
RDY,NYSE,XNYS,Dr. Reddy's Laboratories Ltd Common Stock,USD,Common Stock,832515335,2025-10-19 04:18:21.929811,1
RELX,NYSE,XNYS,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),USD,Common Stock,1819786078,2025-10-19 04:18:22.139768,1
RERE,NYSE,XNYS,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),USD,Common Stock,133369868,2025-10-19 04:18:22.717138,1
RES,NYSE,XNYS,"RPC, Inc. Common Stock",USD,Common Stock,220616884,2025-10-19 04:18:23.565611,1
REVG,NYSE,XNYS,"REV Group, Inc. Common Stock",USD,Common Stock,48798333,2025-10-19 04:18:23.924284,1
REX,NYSE,XNYS,REX American Resources Corporation,USD,Common Stock,33057574,2025-10-19 04:18:23.206760,1
REXR,NYSE,XNYS,"Rexford Industrial Realty, Inc. Common Stock",USD,Common Stock,232810406,2025-10-19 04:18:22.718371,1
REZI,NYSE,XNYS,"Resideo Technologies, Inc. Common Stock ",USD,Common Stock,148763403,2025-10-19 04:18:23.578972,1
RF,NYSE,XNYS,Regions Financial Corporation Common Stock,USD,Common Stock,892308354,2025-10-19 04:18:24.516728,1
RFI,NYSE,XNYS,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",USD,Common Stock,26722944,2025-10-19 04:18:24.461967,1
RFL,NYSE,XNYS,"Rafael Holdings, Inc. Class B Common Stock",USD,Common Stock,34303240,2025-10-19 04:18:24.093803,1
RFM,NYSE,XNYS,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",USD,Common Stock,6114699,2025-10-19 04:18:25.166299,1
RFMZ,NYSE,XNYS,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",USD,Common Stock,24351756,2025-10-19 04:18:24.828834,1
RGA,NYSE,XNYS,"Reinsurance Group of America, Incorporated Common Stock",USD,Common Stock,66093751,2025-10-19 04:18:24.871037,1
RGR,NYSE,XNYS,"Sturm, Ruger & Company, Inc. Common Stock",USD,Common Stock,16162030,2025-10-19 04:18:25.178928,1
RGT,NYSE,XNYS,"Royce Global Trust, Inc. Common Stock",USD,Common Stock,6519010,2025-10-19 04:18:25.228655,1
RH,NYSE,XNYS,RH Common Stock,USD,Common Stock,18745070,2025-10-19 04:18:25.176798,1
RHI,NYSE,XNYS,Robert Half Inc. Common Stock,USD,Common Stock,101738660,2025-10-19 04:18:25.227274,1
RHLD,NYSE,XNYS,Resolute Holdings Management Common Stock ,USD,Common Stock,8525998,2025-10-19 04:18:25.878441,1
RHP,NYSE,XNYS,"Ryman Hospitality Properties, Inc. (REIT)",USD,Common Stock,62999754,2025-10-19 04:18:25.558225,1
RIG,NYSE,XNYS,Transocean Ltd (Switzerland) Common Stock,USD,Common Stock,1100992035,2025-10-19 04:18:25.881958,1
RIO,NYSE,XNYS,Rio Tinto Plc Common Stock,USD,Common Stock,1253877557,2025-10-19 04:18:25.923310,1
RITM,NYSE,XNYS,Rithm Capital Corp. Common Stock,USD,Common Stock,530292180,2025-10-19 04:18:26.158890,1
RIV,NYSE,XNYS,"RiverNorth Opportunities Fund, Inc. Common Stock",USD,Common Stock,27371263,2025-10-19 04:18:26.726082,1
RJF,NYSE,XNYS,"Raymond James Financial, Inc. Common Stock",USD,Common Stock,199383976,2025-10-19 04:18:26.997406,1
RKT,NYSE,XNYS,"Rocket Companies, Inc. Class A Common Stock",USD,Common Stock,138400000,2025-10-19 04:18:26.657280,1
RL,NYSE,XNYS,Ralph Lauren Corporation Common Stock,USD,Common Stock,38693006,2025-10-19 04:18:27.381202,1
RLI,NYSE,XNYS,RLI Corp. Common Stock (DE),USD,Common Stock,91829470,2025-10-19 04:18:27.377670,1
RLJ,NYSE,XNYS,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,USD,Common Stock,150095577,2025-10-19 04:18:27.581875,1
RLTY,NYSE,XNYS,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,USD,Common Stock,16722406,2025-10-19 04:18:28.104564,1
RLX,NYSE,XNYS,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",USD,Common Stock,909728619,2025-10-19 04:18:28.103527,1
RM,NYSE,XNYS,Regional Management Corp. Common Stock,USD,Common Stock,9799066,2025-10-19 04:18:28.110656,1
RMAX,NYSE,XNYS,"RE/MAX Holdings, Inc. Class A Common Stock",USD,Common Stock,20029994,2025-10-19 04:18:28.111605,1
RMD,NYSE,XNYS,ResMed Inc. Common Stock,USD,Common Stock,145940728,2025-10-19 04:18:28.112165,1
RMI,NYSE,XNYS,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",USD,Common Stock,6374539,2025-10-19 04:18:28.101489,1
RMM,NYSE,XNYS,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",USD,Common Stock,19739628,2025-10-19 04:18:28.424918,1
RMMZ,NYSE,XNYS,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",USD,Common Stock,8455000,2025-10-19 04:18:28.469554,1
RMT,NYSE,XNYS,"Royce Micro-Cap Trust, Inc. Common Stock",USD,Common Stock,52592863,2025-10-19 04:18:28.688525,1
RNG,NYSE,XNYS,"RingCentral, Inc. Class A Common Stock",USD,Common Stock,80738182,2025-10-19 04:18:28.507574,1
RNGR,NYSE,XNYS,"Ranger Energy Services, Inc. Class A Common Stock",USD,Common Stock,21843462,2025-10-19 04:18:28.690094,1
RNP,NYSE,XNYS,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",USD,Common Stock,47949502,2025-10-19 04:18:29.358609,1
RNR,NYSE,XNYS,RenaissanceRe Holdings Ltd. Common Stock,USD,Common Stock,47066214,2025-10-19 04:18:29.713748,1
RNST,NYSE,XNYS,Renasant Corporation Common Stock,USD,Common Stock,95019326,2025-10-19 04:18:30.083579,1
ROG,NYSE,XNYS,Rogers Corporation Common Stock,USD,Common Stock,18121685,2025-10-19 04:18:30.126455,1
ROK,NYSE,XNYS,"Rockwell Automation, Inc. Common Stock",USD,Common Stock,112434397,2025-10-19 04:18:29.710131,1
ROL,NYSE,XNYS,"Rollins, Inc. Common Stock",USD,Common Stock,484640003,2025-10-19 04:18:30.085072,1
RPM,NYSE,XNYS,RPM International Inc. Common Stock,USD,Common Stock,128218717,2025-10-19 04:18:30.129203,1
RPT,NYSE,XNYS,Rithm Property Trust Inc. Common stock,USD,Common Stock,45420752,2025-10-19 04:18:30.081537,1
RQI,NYSE,XNYS,Cohen & Steers Quality Income Realty Fund Inc Common Shares,USD,Common Stock,134431441,2025-10-19 04:18:30.451746,1
RRC,NYSE,XNYS,Range Resources Corporation Common Stock,USD,Common Stock,238191087,2025-10-19 04:18:30.480912,1
RRX,NYSE,XNYS,Regal Rexnord Corporation Common Stock,USD,Common Stock,66374193,2025-10-19 04:18:30.448674,1
RS,NYSE,XNYS,"Reliance, Inc. Common Stock",USD,Common Stock,52593543,2025-10-19 04:18:30.792027,1
RSF,NYSE,XNYS,RiverNorth Capital and Income Fund Common Stock,USD,Common Stock,4252062,2025-10-19 04:18:30.921220,1
RSG,NYSE,XNYS,"Republic Services, Inc. Common Stock",USD,Common Stock,312215820,2025-10-19 04:18:31.157073,1
RSI,NYSE,XNYS,"Rush Street Interactive, Inc. Class A Common Stock",USD,Common Stock,95269349,2025-10-19 04:18:31.545816,1
RSKD,NYSE,XNYS,Riskified Ltd. Class A Ordinary Shares,USD,Common Stock,164055588,2025-10-19 04:18:31.938546,1
RTO,NYSE,XNYS,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),USD,Common Stock,502927977,2025-10-19 04:18:31.936366,1
RTX,NYSE,XNYS,RTX Corporation Common Stock,USD,Common Stock,1338541827,2025-10-19 04:18:32.228430,1
RVLV,NYSE,XNYS,"Revolve Group, Inc. Class A Common Stock",USD,Common Stock,40376857,2025-10-19 04:18:31.932533,1
RVT,NYSE,XNYS,"Royce Small-Cap Trust, Inc. Common Stock",USD,Common Stock,119627857,2025-10-19 04:18:31.924029,1
RVTY,NYSE,XNYS,"Revvity, Inc. Common Stock",USD,Common Stock,116072580,2025-10-19 04:18:31.941186,1
RWT,NYSE,XNYS,"Redwood Trust, Inc. Common Stock",USD,Common Stock,129223464,2025-10-19 04:18:31.934556,1
RXO,NYSE,XNYS,"RXO, Inc. Common Stock",USD,Common Stock,163987239,2025-10-19 04:18:32.508559,1
RY,NYSE,XNYS,Royal Bank Of Canada Common Stock,USD,Common Stock,1410306580,2025-10-19 04:18:32.708379,1
RYAM,NYSE,XNYS,Rayonier Advanced Materials Inc. Common Stock,USD,Common Stock,67000882,2025-10-19 04:18:32.659024,1
RYAN,NYSE,XNYS,"Ryan Specialty Holdings, Inc. Class A Common Stock",USD,Common Stock,128039917,2025-10-19 04:18:33.855488,1
RYI,NYSE,XNYS,Ryerson Holding Corporation Common Stock,USD,Common Stock,32198906,2025-10-19 04:18:33.354147,1
RYN,NYSE,XNYS,Rayonier Inc. REIT Common Stock,USD,Common Stock,153902024,2025-10-19 04:18:33.160136,1
RZB,NYSE,XNYS,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",USD,Common Stock,62774700,2025-10-19 04:18:33.153516,1
S,NYSE,XNYS,"SentinelOne, Inc. Class A Common Stock",USD,Common Stock,321052037,2025-10-19 04:18:33.161069,1
SA,NYSE,XNYS,"Seabridge Gold, Inc. Ordinary Shares (Canada)",USD,Common Stock,102129064,2025-10-19 04:18:33.144430,1
SABA,NYSE,XNYS,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,USD,Common Stock,27730511,2025-10-19 04:18:33.387102,1
SAFE,NYSE,XNYS,Safehold Inc. New Common Stock ,USD,Common Stock,71755958,2025-10-19 04:18:33.642228,1
SAH,NYSE,XNYS,"Sonic Automotive, Inc. Common Stock",USD,Common Stock,22120758,2025-10-19 04:18:33.525884,1
SAM,NYSE,XNYS,"Boston Beer Company, Inc. (The) Common Stock",USD,Common Stock,8820623,2025-10-19 04:18:33.857306,1
SAN,NYSE,XNYS,"Banco Santander, S.A. Sponsored ADR (Spain)",USD,Common Stock,14798500000,2025-10-19 04:18:33.858433,1
SAND,NYSE,XNYS,Sandstorm Gold Ltd. Ordinary Shares (Canada),USD,Common Stock,293157955,2025-10-19 04:18:33.882193,1
SAP,NYSE,XNYS,SAP  SE ADS,USD,Common Stock,1164604232,2025-10-19 04:18:34.070134,1
SAR,NYSE,XNYS,Saratoga Investment Corp New,USD,Common Stock,16103948,2025-10-19 04:18:34.856104,1
SARO,NYSE,XNYS,"StandardAero, Inc. Common Stock",USD,Common Stock,334470264,2025-10-19 04:18:34.858622,1
SB,NYSE,XNYS,"Safe Bulkers, Inc Common Stock ($0.001 par value)",USD,Common Stock,102320099,2025-10-19 04:18:34.840463,1
SBDS,NYSE,XNYS,"Solo Brands, Inc. Class A Common Stock",USD,Common Stock,1647346,2025-10-19 04:18:35.563588,1
SBH,NYSE,XNYS,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",USD,Common Stock,98944792,2025-10-19 04:18:35.217227,1
SBI,NYSE,XNYS,Western Asset Intermediate Muni Fund Inc Common Stock,USD,Common Stock,14082315,2025-10-19 04:18:35.566170,1
SBR,NYSE,XNYS,Sabine Royalty Trust Common Stock,USD,Common Stock,14579345,2025-10-19 04:18:36.003168,1
SBS,NYSE,XNYS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),USD,Common Stock,683509868,2025-10-19 04:18:36.000497,1
SBSI,NYSE,XNYS,"Southside Bancshares, Inc. Common Stock",USD,Common Stock,30080108,2025-10-19 04:18:35.564991,1
SBSW,NYSE,XNYS,D/B/A Sibanye-Stillwater Limited ADS,USD,Common Stock,707641816,2025-10-19 04:18:36.206053,1
SBXD,NYSE,XNYS,SilverBox Corp IV Class A Ordinary Shares,USD,Common Stock,20455000,2025-10-19 04:18:36.003833,1
SCCO,NYSE,XNYS,Southern Copper Corporation Common Stock,USD,Common Stock,812189011,2025-10-19 04:18:36.882892,1
SCD,NYSE,XNYS,LMP Capital and Income Fund Inc. Common Stock,USD,Common Stock,17515938,2025-10-19 04:18:36.869027,1
SCHW,NYSE,XNYS,Charles Schwab Corporation (The) Common Stock,USD,Common Stock,1815219300,2025-10-19 04:18:37.710631,1
SCI,NYSE,XNYS,Service Corporation International Common Stock,USD,Common Stock,140240018,2025-10-19 04:18:37.988858,1
SCL,NYSE,XNYS,Stepan Company Common Stock,USD,Common Stock,22616440,2025-10-19 04:18:38.069235,1
SCM,NYSE,XNYS,Stellus Capital Investment Corporation Common Stock,USD,Common Stock,28416148,2025-10-19 04:18:38.276846,1
SCS,NYSE,XNYS,Steelcase Inc. Common Stock,USD,Common Stock,114741570,2025-10-19 04:18:38.426858,1
SD,NYSE,XNYS,"SandRidge Energy, Inc. Common Stock",USD,Common Stock,36751873,2025-10-19 04:18:38.424416,1
SDHC,NYSE,XNYS,Smith Douglas Homes Corp. Class A Common Stock,USD,Common Stock,9017152,2025-10-19 04:18:38.438437,1
SDHY,NYSE,XNYS,PGIM Short Duration High Yield Opportunities Fund Common Shares,USD,Common Stock,24673056,2025-10-19 04:18:39.082585,1
SDRL,NYSE,XNYS,Seadrill Limited Common Shares,USD,Common Stock,62225383,2025-10-19 04:18:39.080628,1
SE,NYSE,XNYS,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",USD,Common Stock,546492141,2025-10-19 04:18:39.120775,1
SEE,NYSE,XNYS,Sealed Air Corporation Common Stock,USD,Common Stock,147094899,2025-10-19 04:18:39.705142,1
SEG,NYSE,XNYS,Seaport Entertainment Group Inc. Common Stock,USD,Common Stock,12732077,2025-10-19 04:18:40.073859,1
SEI,NYSE,XNYS,"Solaris Energy Infrastructure, Inc. Class A Common Stock",USD,Common Stock,46403740,2025-10-19 04:18:40.290533,1
SEM,NYSE,XNYS,Select Medical Holdings Corporation Common Stock,USD,Common Stock,123989261,2025-10-19 04:18:40.064427,1
SEMR,NYSE,XNYS,"SEMrush Holdings, Inc. Class A Common Stock",USD,Common Stock,127685802,2025-10-19 04:18:40.365586,1
SES,NYSE,XNYS,SES AI Corporation Class A Common Stock,USD,Common Stock,320896206,2025-10-19 04:18:40.366221,1
SF,NYSE,XNYS,Stifel Financial Corporation Common Stock,USD,Common Stock,102173406,2025-10-19 04:18:40.426875,1
SFBS,NYSE,XNYS,"ServisFirst Bancshares, Inc. Common Stock",USD,Common Stock,54620329,2025-10-19 04:18:41.169871,1
SFL,NYSE,XNYS,SFL Corporation Ltd,USD,Common Stock,132737785,2025-10-19 04:18:41.149258,1
SG,NYSE,XNYS,"Sweetgreen, Inc. Class A Common Stock",USD,Common Stock,106318359,2025-10-19 04:18:41.503084,1
SGHC,NYSE,XNYS,Super Group (SGHC) Limited Ordinary Shares,USD,Common Stock,505637593,2025-10-19 04:18:41.530184,1
SGI,NYSE,XNYS,Somnigroup International Inc. Common Stock,USD,Common Stock,209888100,2025-10-19 04:18:41.856280,1
SGU,NYSE,XNYS,Star Group L.P. Common Stock,USD,Common Stock,33606424,2025-10-19 04:18:41.536414,1
SHAK,NYSE,XNYS,"Shake Shack, Inc. Class A Common Stock",USD,Common Stock,40247757,2025-10-19 04:18:41.708343,1
SHCO,NYSE,XNYS,Soho House & Co Inc. Class A Common Stock,USD,Common Stock,53604734,2025-10-19 04:18:41.707033,1
SHEL,NYSE,XNYS,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,USD,Common Stock,2880000421,2025-10-19 04:18:41.705338,1
SHG,NYSE,XNYS,Shinhan Financial Group Co Ltd American Depositary Shares,USD,Common Stock,485494933,2025-10-19 04:18:42.351683,1
SHO,NYSE,XNYS,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",USD,Common Stock,189500818,2025-10-19 04:18:42.359918,1
SHW,NYSE,XNYS,Sherwin-Williams Company (The) Common Stock,USD,Common Stock,249333316,2025-10-19 04:18:42.843335,1
SI,NYSE,XNYS,"Shoulder Innovations, Inc. Common Stock",USD,Common Stock,20359960,2025-10-19 04:18:42.791094,1
SID,NYSE,XNYS,Companhia Siderurgica Nacional S.A. Common Stock,USD,Common Stock,1361286455,2025-10-19 04:18:42.729046,1
SIG,NYSE,XNYS,Signet Jewelers Limited Common Shares,USD,Common Stock,40948860,2025-10-19 04:18:43.082801,1
SII,NYSE,XNYS,Sprott Inc. Common Shares,USD,Common Stock,25801644,2025-10-19 04:18:43.154249,1
SILA,NYSE,XNYS,"Sila Realty Trust, Inc. Common Stock",USD,Common Stock,55161450,2025-10-19 04:18:43.085144,1
SITC,NYSE,XNYS,SITE Centers Corp. Common Stock,USD,Common Stock,52444898,2025-10-19 04:18:43.087686,1
SITE,NYSE,XNYS,"SiteOne Landscape Supply, Inc. Common Stock",USD,Common Stock,44612581,2025-10-19 04:18:43.409344,1
SJM,NYSE,XNYS,The J.M. Smucker Company Common Stock,USD,Common Stock,106685160,2025-10-19 04:18:43.126193,1
SJT,NYSE,XNYS,San Juan Basin Royalty Trust Common Stock,USD,Common Stock,46608796,2025-10-19 04:18:43.212320,1
SKE,NYSE,XNYS,Skeena Resources Limited Common Shares,USD,Common Stock,121088335,2025-10-19 04:18:44.093558,1
SKIL,NYSE,XNYS,Skillsoft Corp. Class A Common Stock,USD,Common Stock,8709508,2025-10-19 04:18:43.513582,1
SKLZ,NYSE,XNYS,Skillz Inc. Class A Common Stock,USD,Common Stock,11900000,2025-10-19 04:18:44.425393,1
SKM,NYSE,XNYS,"SK Telecom Co., Ltd. Common Stock",USD,Common Stock,383751847,2025-10-19 04:18:44.439394,1
SKT,NYSE,XNYS,Tanger Inc. Common Stock,USD,Common Stock,113174006,2025-10-19 04:18:44.706265,1
SKY,NYSE,XNYS,"Champion Homes, Inc. Common Stock",USD,Common Stock,56518125,2025-10-19 04:18:44.703900,1
SKYH,NYSE,XNYS,Sky Harbour Group Corporation Class A Common Stock,USD,Common Stock,33876773,2025-10-19 04:18:44.705884,1
SLB,NYSE,XNYS,SLB Limited Common Shares,USD,Common Stock,1494000000,2025-10-19 04:18:44.786859,1
SLF,NYSE,XNYS,Sun Life Financial Inc. Common Stock,USD,Common Stock,560475482,2025-10-19 04:18:44.794633,1
SLG,NYSE,XNYS,SL Green Realty Corp Common Stock,USD,Common Stock,71028166,2025-10-19 04:18:44.783268,1
SLGN,NYSE,XNYS,Silgan Holdings Inc. Common Stock,USD,Common Stock,106993180,2025-10-19 04:18:45.057263,1
SLQT,NYSE,XNYS,"SelectQuote, Inc. Common Stock",USD,Common Stock,175884846,2025-10-19 04:18:45.361445,1
SLVM,NYSE,XNYS,Sylvamo Corporation Common Stock,USD,Common Stock,40372555,2025-10-19 04:18:45.154022,1
SM,NYSE,XNYS,SM Energy Company Common Stock,USD,Common Stock,114953972,2025-10-19 04:18:45.513048,1
SMA,NYSE,XNYS,"SmartStop Self Storage REIT, Inc. Common Stock",USD,Common Stock,31050000,2025-10-19 04:18:45.519396,1
SMBK,NYSE,XNYS,"SmartFinancial, Inc. Common Stock",USD,Common Stock,17020314,2025-10-19 04:18:45.717490,1
SMC,NYSE,XNYS,Summit Midstream Corporation Common Stock,USD,Common Stock,12241864,2025-10-19 04:18:45.880142,1
SMFG,NYSE,XNYS,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),USD,Common Stock,6411678333,2025-10-19 04:18:45.786347,1
SMG,NYSE,XNYS,Scotts Miracle-Gro Company (The) Common Stock,USD,Common Stock,57738577,2025-10-19 04:18:45.811342,1
SMHI,NYSE,XNYS,SEACOR Marine Holdings Inc. Common Stock ,USD,Common Stock,26976259,2025-10-19 04:18:45.918597,1
SMP,NYSE,XNYS,"Standard Motor Products, Inc. Common Stock",USD,Common Stock,21987673,2025-10-19 04:18:45.882452,1
SMR,NYSE,XNYS,NuScale Power Corporation Class A Common Stock,USD,Common Stock,133893376,2025-10-19 04:18:45.915848,1
SMRT,NYSE,XNYS,"SmartRent, Inc. Class A Common Stock",USD,Common Stock,188070618,2025-10-19 04:18:46.076326,1
SMWB,NYSE,XNYS,Similarweb Ltd. Ordinary Shares,USD,Common Stock,84867049,2025-10-19 04:18:46.155645,1
SN,NYSE,XNYS,"SharkNinja, Inc. Ordinary Shares",USD,Common Stock,141137833,2025-10-19 04:18:46.297631,1
SNA,NYSE,XNYS,Snap-On Incorporated Common Stock,USD,Common Stock,52007557,2025-10-19 04:18:46.484942,1
SNAP,NYSE,XNYS,Snap Inc. Class A Common Stock,USD,Common Stock,1435682333,2025-10-19 04:18:46.511217,1
SNDA,NYSE,XNYS,"Sonida Senior Living, Inc. Common Stock",USD,Common Stock,18823108,2025-10-19 04:18:46.588171,1
SNDR,NYSE,XNYS,"Schneider National, Inc. Common Stock",USD,Common Stock,92233497,2025-10-19 04:18:46.589700,1
SNN,NYSE,XNYS,"Smith & Nephew SNATS, Inc. Common Stock",USD,Common Stock,423839772,2025-10-19 04:18:47.230173,1
SNOW,NYSE,XNYS,Snowflake Inc. Common Stock,USD,Common Stock,338800000,2025-10-19 04:18:47.177059,1
SNV,NYSE,XNYS,Synovus Financial Corp. Common Stock,USD,Common Stock,138813060,2025-10-19 04:18:47.175967,1
SNX,NYSE,XNYS,TD SYNNEX Corporation Common Stock,USD,Common Stock,81437855,2025-10-19 04:18:47.535200,1
SO,NYSE,XNYS,Southern Company (The) Common Stock,USD,Common Stock,1100047407,2025-10-19 04:18:47.536596,1
SOBO,NYSE,XNYS,South Bow Corporation Common Shares,USD,Common Stock,208220631,2025-10-19 04:18:47.576201,1
SOC,NYSE,XNYS,Sable Offshore Corp. Common Stock,USD,Common Stock,99507250,2025-10-19 04:18:47.575670,1
SOJC,NYSE,XNYS,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",USD,Common Stock,999473984,2025-10-19 04:18:47.535077,1
SOL,NYSE,XNYS,"Emeren Group Ltd American Depositary Shares, each representing 10 shares",USD,Common Stock,51321622,2025-10-19 04:18:48.266340,1
SOLV,NYSE,XNYS,Solventum Corporation Common Stock,USD,Common Stock,173387798,2025-10-19 04:20:11.379811,1
SON,NYSE,XNYS,Sonoco Products Company Common Stock,USD,Common Stock,98631072,2025-10-19 04:20:10.689441,1
SONY,NYSE,XNYS,Sony Group Corporation American Depositary Shares ,USD,Common Stock,5977139930,2025-10-19 04:20:11.312534,1
SOR,NYSE,XNYS,"Source Capital, Inc. Cmn Shs of BI",USD,Common Stock,8226191,2025-10-19 04:20:11.372046,1
SOS,NYSE,XNYS,SOS Limited Class A Ordinary Shares,USD,Common Stock,8716440,2025-10-19 04:20:12.345143,1
SOUL,NYSE,XNYS,Soulpower Acquisition Corporation Class A Ordinary Shares,USD,Common Stock,25620000,2025-10-19 04:20:11.297066,1
SPB,NYSE,XNYS,"Spectrum Brands Holdings, Inc. Common Stock",USD,Common Stock,24207034,2025-10-19 04:20:11.539452,1
SPCE,NYSE,XNYS,"Virgin Galactic Holdings, Inc. Common Stock",USD,Common Stock,57590965,2025-10-19 04:20:11.263012,1
SPE,NYSE,XNYS,"Special Opportunities Fund, Inc Common Stock",USD,Common Stock,10623154,2025-10-19 04:20:11.309331,1
SPG,NYSE,XNYS,"Simon Property Group, Inc. Common Stock",USD,Common Stock,326484763,2025-10-19 04:20:11.316275,1
SPGI,NYSE,XNYS,S&P Global Inc. Common Stock,USD,Common Stock,305300000,2025-10-19 04:20:11.318899,1
SPH,NYSE,XNYS,"Suburban Propane Partners, L.P. Common Stock",USD,Common Stock,65473322,2025-10-19 04:20:11.542103,1
SPHR,NYSE,XNYS,Sphere Entertainment Co. Class A Common Stock,USD,Common Stock,29132663,2025-10-19 04:20:12.361131,1
SPIR,NYSE,XNYS,"Spire Global, Inc. Class A Common Stock",USD,Common Stock,31076659,2025-10-19 04:20:12.361987,1
SPMC,NYSE,XNYS,"Sound Point Meridian Capital, Inc. Common Stock",USD,Common Stock,20233100,2025-10-19 04:20:12.348002,1
SPNT,NYSE,XNYS,SiriusPoint Ltd. Common Shares,USD,Common Stock,116759539,2025-10-19 04:20:12.633119,1
SPOT,NYSE,XNYS,Spotify Technology S.A. Ordinary Shares,USD,Common Stock,205777761,2025-10-19 04:20:12.623888,1
SPR,NYSE,XNYS,"Spirit Aerosystems Holdings, Inc. Common Stock",USD,Common Stock,117419234,2025-10-19 04:20:12.632678,1
SPRU,NYSE,XNYS,Spruce Power Holding Corporation Class A Common Stock,USD,Common Stock,17834368,2025-10-19 04:20:12.621432,1
SPXC,NYSE,XNYS,"SPX Technologies, Inc. Common Stock",USD,Common Stock,49417730,2025-10-19 04:20:12.898114,1
SPXX,NYSE,XNYS,Nuveen S&P 500 Dynamic Overwrite Fund,USD,Common Stock,17976544,2025-10-19 04:20:13.263074,1
SQM,NYSE,XNYS,Sociedad Quimica y Minera S.A. Common Stock,USD,Common Stock,142818904,2025-10-19 04:20:13.447992,1
SQNS,NYSE,XNYS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),USD,Common Stock,14332442,2025-10-19 04:20:13.270630,1
