symbol,exchange,mic,name,currency,type,shares_outstanding,last_updated,is_active
BBD,NYSE,XNYS,Banco Bradesco Sa American Depositary Shares,USD,Common Stock,5280641247,2025-10-19 04:10:42.054766,1
BBDC,NYSE,XNYS,"Barings BDC, Inc. Common Stock",USD,Common Stock,105158938,2025-10-19 04:10:42.043952,1
BBDO,NYSE,XNYS,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),USD,Common Stock,5296370781,2025-10-19 04:10:42.157709,1
BBN,NYSE,XNYS,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,USD,Common Stock,61792514,2025-10-19 04:10:42.083397,1
BBT,NYSE,XNYS,Beacon Financial Corporation Common stock,USD,Common Stock,84272241,2025-10-19 04:10:42.083646,1
BBU,NYSE,XNYS,Brookfield Business Partners L.P. Limited Partnership Units ,USD,Common Stock,88828512,2025-10-19 04:10:42.053781,1
BBUC,NYSE,XNYS,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,USD,Common Stock,69996738,2025-10-19 04:10:42.543692,1
BBVA,NYSE,XNYS,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,USD,Common Stock,5756618609,2025-10-19 04:10:42.542458,1
BBW,NYSE,XNYS,"Build-A-Bear Workshop, Inc. Common Stock",USD,Common Stock,13126157,2025-10-19 04:10:42.552018,1
BBWI,NYSE,XNYS,"Bath & Body Works, Inc.",USD,Common Stock,206187576,2025-10-19 04:10:42.540123,1
BBY,NYSE,XNYS,"Best Buy Co., Inc. Common Stock",USD,Common Stock,210101265,2025-10-19 04:10:42.545840,1
BC,NYSE,XNYS,Brunswick Corporation Common Stock,USD,Common Stock,65330800,2025-10-19 04:10:42.546757,1
BCAT,NYSE,XNYS,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,USD,Common Stock,104775271,2025-10-19 04:10:42.775250,1
BCC,NYSE,XNYS,"Boise Cascade, L.L.C. Common Stock",USD,Common Stock,37337473,2025-10-19 04:10:42.665151,1
BCE,NYSE,XNYS,"BCE, Inc. Common Stock",USD,Common Stock,932525817,2025-10-19 04:10:42.664664,1
BCH,NYSE,XNYS,Banco De Chile ADS,USD,Common Stock,505085406,2025-10-19 04:10:43.093463,1
BCO,NYSE,XNYS,Brinks Company (The) Common Stock,USD,Common Stock,41662286,2025-10-19 04:10:42.774494,1
BCS,NYSE,XNYS,Barclays PLC Common Stock,USD,Common Stock,3484102707,2025-10-19 04:10:43.094478,1
BCSF,NYSE,XNYS,"Bain Capital Specialty Finance, Inc. Common Stock",USD,Common Stock,64868507,2025-10-19 04:10:43.084123,1
BCX,NYSE,XNYS,BlackRock Resources Common Shares of Beneficial Interest,USD,Common Stock,76238090,2025-10-19 04:10:43.097709,1
BDC,NYSE,XNYS,Belden Inc Common Stock,USD,Common Stock,39619837,2025-10-19 04:10:43.277767,1
BDJ,NYSE,XNYS,Blackrock Enhanced Equity Dividend Trust,USD,Common Stock,176944689,2025-10-19 04:10:43.207536,1
BDN,NYSE,XNYS,Brandywine Realty Trust Common Stock,USD,Common Stock,173699039,2025-10-19 04:10:43.213990,1
BDX,NYSE,XNYS,"Becton, Dickinson and Company Common Stock",USD,Common Stock,286627469,2025-10-19 04:10:43.217008,1
BE,NYSE,XNYS,Bloom Energy Corporation Class A Common Stock,USD,Common Stock,233997970,2025-10-19 04:10:43.656445,1
BEDU,NYSE,XNYS,"Bright Scholar Education Holdings Limited American Depositary Shares, each  representing four Class A Ordinary Share",USD,Common Stock,7769949,2025-10-19 04:10:43.658400,1
BEKE,NYSE,XNYS,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),USD,Common Stock,1125479998,2025-10-19 04:10:43.649790,1
BEN,NYSE,XNYS,"Franklin Resources, Inc. Common Stock",USD,Common Stock,519195475,2025-10-19 04:10:43.655439,1
BEP,NYSE,XNYS,Brookfield Renewable Partners L.P. Limited Partnership Units,USD,Common Stock,283832481,2025-10-19 04:10:43.651752,1
BEPC,NYSE,XNYS,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,USD,Common Stock,144885607,2025-10-19 04:10:43.782679,1
BFAM,NYSE,XNYS,Bright Horizons Family Solutions Inc. Common Stock,USD,Common Stock,56871854,2025-10-19 04:10:44.310328,1
BFH,NYSE,XNYS,"Bread Financial Holdings, Inc. Common Stock",USD,Common Stock,46642430,2025-10-19 04:10:44.307972,1
BFK,NYSE,XNYS,BlackRock Municipal Income Trust,USD,Common Stock,43854836,2025-10-19 04:10:44.312081,1
BFLY,NYSE,XNYS,"Butterfly Network, Inc. Class A Common Stock",USD,Common Stock,225314153,2025-10-19 04:10:44.308527,1
BFS,NYSE,XNYS,"Saul Centers, Inc. Common Stock",USD,Common Stock,24366824,2025-10-19 04:10:44.429353,1
BFZ,NYSE,XNYS,BlackRock California Municipal Income Trust,USD,Common Stock,30063645,2025-10-19 04:10:44.533536,1
BG,NYSE,XNYS,Bunge Limited Common Shares,USD,Common Stock,200062018,2025-10-19 04:10:44.553451,1
BGB,NYSE,XNYS,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,USD,Common Stock,44664382,2025-10-19 04:10:44.555805,1
BGH,NYSE,XNYS,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,USD,Common Stock,20064313,2025-10-19 04:10:44.561341,1
BGR,NYSE,XNYS,BlackRock Energy and Resources Trust,USD,Common Stock,25456171,2025-10-19 04:10:44.957014,1
BGS,NYSE,XNYS,"B&G Foods, Inc. Common Stock",USD,Common Stock,80003749,2025-10-19 04:10:44.562985,1
BGSF,NYSE,XNYS,"BGSF, Inc. Common Stock",USD,Common Stock,11172258,2025-10-19 04:10:44.563579,1
BGT,NYSE,XNYS,BlackRock Floating Rate Income Trust,USD,Common Stock,27639266,2025-10-19 04:10:44.968631,1
BGX,NYSE,XNYS,Blackstone Long Short Credit Income Fund Common Shares,USD,Common Stock,12708275,2025-10-19 04:10:44.952942,1
BGY,NYSE,XNYS,Blackrock Enhanced International Dividend Trust,USD,Common Stock,90614455,2025-10-19 04:10:44.969615,1
BH,NYSE,XNYS,Biglari Holdings Inc. Class B Common Stock,USD,Common Stock,2068640,2025-10-19 04:10:44.960763,1
BHC,NYSE,XNYS,Bausch Health Companies Inc. Common Stock,USD,Common Stock,369790319,2025-10-19 04:10:45.377871,1
BHE,NYSE,XNYS,"Benchmark Electronics, Inc. Common Stock",USD,Common Stock,35910705,2025-10-19 04:10:45.380442,1
BHK,NYSE,XNYS,Blackrock Core Bond Trust,USD,Common Stock,72224224,2025-10-19 04:10:45.383066,1
BHP,NYSE,XNYS,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),USD,Common Stock,2539105827,2025-10-19 04:10:45.381904,1
BHR,NYSE,XNYS,Braemar Hotels & Resorts Inc. Common Stock,USD,Common Stock,68219432,2025-10-19 04:10:46.228275,1
BHV,NYSE,XNYS,BlackRock Virginia Municipal Bond Trust,USD,Common Stock,1588241,2025-10-19 04:10:46.223246,1
BHVN,NYSE,XNYS,Biohaven Ltd. Common Shares ,USD,Common Stock,105790997,2025-10-19 04:10:46.259484,1
BILL,NYSE,XNYS,"BILL Holdings, Inc. Common Stock",USD,Common Stock,101628611,2025-10-19 04:10:46.218561,1
BIO,NYSE,XNYS,"Bio-Rad Laboratories, Inc. Class A Common Stock",USD,Common Stock,21992307,2025-10-19 04:10:46.222177,1
BIP,NYSE,XNYS,Brookfield Infrastructure Partners LP Limited Partnership Units,USD,Common Stock,461081508,2025-10-19 04:10:46.650427,1
BIPC,NYSE,XNYS,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,USD,Common Stock,119051449,2025-10-19 04:10:47.073386,1
BIRK,NYSE,XNYS,Birkenstock Holding plc Ordinary Shares,USD,Common Stock,183906056,2025-10-19 04:10:47.185438,1
BIT,NYSE,XNYS,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,USD,Common Stock,43904505,2025-10-19 04:10:47.183941,1
BJ,NYSE,XNYS,"BJ's Wholesale Club Holdings, Inc. Common Stock",USD,Common Stock,131753378,2025-10-19 04:10:47.071695,1
BK,NYSE,XNYS,The Bank of New York Mellon Corporation Common Stock,USD,Common Stock,705240816,2025-10-19 04:10:47.257781,1
BKD,NYSE,XNYS,Brookdale Senior Living Inc. Common Stock,USD,Common Stock,237490452,2025-10-19 04:10:47.295543,1
BKE,NYSE,XNYS,"Buckle, Inc. (The) Common Stock",USD,Common Stock,51156626,2025-10-19 04:10:47.219225,1
BKH,NYSE,XNYS,Black Hills Corporation Common Stock,USD,Common Stock,72856550,2025-10-19 04:10:47.191352,1
BKKT,NYSE,XNYS,"Bakkt Holdings, Inc. Class A Common Stock",USD,Common Stock,15934137,2025-10-19 04:10:47.628500,1
BKN,NYSE,XNYS,BlackRock Investment Quality Municipal Trust Inc. (The),USD,Common Stock,17205846,2025-10-19 04:10:47.749379,1
BKSY,NYSE,XNYS,BlackSky Technology Inc. Class A Common Stock,USD,Common Stock,35464515,2025-10-19 04:10:47.744654,1
BKT,NYSE,XNYS,BlackRock Income Trust Inc. (The),USD,Common Stock,24422080,2025-10-19 04:10:47.743335,1
BKU,NYSE,XNYS,"BankUnited, Inc. Common Stock",USD,Common Stock,75212773,2025-10-19 04:10:47.853319,1
BKV,NYSE,XNYS,BKV Corporation Common Stock,USD,Common Stock,89960177,2025-10-19 04:10:47.848610,1
BLCO,NYSE,XNYS,Bausch + Lomb Corporation Common Shares,USD,Common Stock,353865790,2025-10-19 04:10:47.885711,1
BLD,NYSE,XNYS,TopBuild Corp. Common Stock,USD,Common Stock,28138831,2025-10-19 04:10:47.865200,1
BLDR,NYSE,XNYS,"Builders FirstSource, Inc. Common Stock",USD,Common Stock,110546931,2025-10-19 04:10:47.964828,1
BLE,NYSE,XNYS,BlackRock Municipal Income Trust II,USD,Common Stock,47727056,2025-10-19 04:10:47.966269,1
BLK,NYSE,XNYS,"BlackRock, Inc. Common Stock",USD,Common Stock,155100000,2025-10-19 04:10:47.975207,1
BLND,NYSE,XNYS,"Blend Labs, Inc. Class A Common Stock",USD,Common Stock,255696747,2025-10-19 04:10:47.996028,1
BLSH,NYSE,XNYS,Bullish Ordinary Shares,USD,Common Stock,146183739,2025-10-19 04:10:47.997141,1
BLW,NYSE,XNYS,Blackrock Limited Duration Income Trust,USD,Common Stock,38733559,2025-10-19 04:10:48.467571,1
BLX,NYSE,XNYS,"Banco Latinoamericano de Comercio Exterior, S.A.",USD,Common Stock,28736597,2025-10-19 04:10:48.456350,1
BMA,NYSE,XNYS,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),USD,Common Stock,62817774,2025-10-19 04:10:48.471975,1
BME,NYSE,XNYS,Blackrock Health Sciences Trust,USD,Common Stock,12924103,2025-10-19 04:10:48.474268,1
BMEZ,NYSE,XNYS,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,USD,Common Stock,62501404,2025-10-19 04:10:48.469641,1
BMI,NYSE,XNYS,"Badger Meter, Inc. Common Stock",USD,Common Stock,29468808,2025-10-19 04:10:48.466835,1
BMN,NYSE,XNYS,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,USD,Common Stock,6147653,2025-10-19 04:10:48.592332,1
BMO,NYSE,XNYS,Bank Of Montreal Common Stock,USD,Common Stock,716306770,2025-10-19 04:10:48.597034,1
BMY,NYSE,XNYS,Bristol-Myers Squibb Company Common Stock,USD,Common Stock,2035435838,2025-10-19 04:10:48.595750,1
BN,NYSE,XNYS,Brookfield Corporation Class A Limited Voting Shares,USD,Common Stock,2243664339,2025-10-19 04:10:48.722659,1
BNED,NYSE,XNYS,"Barnes & Noble Education, Inc Common Stock",USD,Common Stock,34053847,2025-10-19 04:10:48.721872,1
BNL,NYSE,XNYS,"Broadstone Net Lease, Inc. Common Stock",USD,Common Stock,189129832,2025-10-19 04:10:48.839062,1
BNS,NYSE,XNYS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,USD,Common Stock,1242460299,2025-10-19 04:10:48.818170,1
BNT,NYSE,XNYS,Brookfield Wealth Solutions Ltd. Class A Exchangeable Limited Voting Shares,USD,Common Stock,62120244,2025-10-19 04:10:48.885974,1
BNY,NYSE,XNYS,BlackRock New York Municipal Income Trust,USD,Common Stock,24117105,2025-10-19 04:10:48.828415,1
BOC,NYSE,XNYS,Boston Omaha Corporation Class A Common Stock,USD,Common Stock,30872876,2025-10-19 04:10:49.270312,1
BOE,NYSE,XNYS,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,USD,Common Stock,55600125,2025-10-19 04:10:49.274100,1
BOH,NYSE,XNYS,Bank of Hawaii Corporation Common Stock,USD,Common Stock,39767508,2025-10-19 04:10:49.281445,1
BOOT,NYSE,XNYS,"Boot Barn Holdings, Inc. Common Stock",USD,Common Stock,30555623,2025-10-19 04:10:49.412974,1
BORR,NYSE,XNYS,Borr Drilling Limited Common Shares,USD,Common Stock,286224866,2025-10-19 04:10:49.411027,1
BOW,NYSE,XNYS,Bowhead Specialty Holdings Inc. Common Stock,USD,Common Stock,34781565,2025-10-19 04:10:49.404430,1
BOX,NYSE,XNYS,"Box, Inc. Class A Common Stock",USD,Common Stock,144885814,2025-10-19 04:10:49.408486,1
BP,NYSE,XNYS,BP p.l.c. Common Stock,USD,Common Stock,2565197397,2025-10-19 04:10:49.397439,1
BR,NYSE,XNYS,"Broadridge Financial Solutions, Inc. Common Stock",USD,Common Stock,116719878,2025-10-19 04:10:49.521088,1
BRBR,NYSE,XNYS,"BellRing Brands, Inc. Common Stock ",USD,Common Stock,125979165,2025-10-19 04:10:49.530105,1
BRC,NYSE,XNYS,Brady Corporation Common Stock,USD,Common Stock,43555822,2025-10-19 04:10:49.591578,1
BRCC,NYSE,XNYS,BRC Inc. Class A Common Stock,USD,Common Stock,113820789,2025-10-19 04:10:49.531547,1
BRO,NYSE,XNYS,"Brown & Brown, Inc. Common Stock",USD,Common Stock,329842812,2025-10-19 04:10:49.978392,1
BROS,NYSE,XNYS,Dutch Bros Inc. Class A Common Stock,USD,Common Stock,126960284,2025-10-19 04:10:50.115413,1
BRSL,NYSE,XNYS,"Brightstar Lottery PLC Trading under the Legal Name to begin at the market open on July 21, 2025. Ordinary Shares",USD,Common Stock,189426965,2025-10-19 04:10:49.967655,1
BRSP,NYSE,XNYS,"BrightSpire Capital, Inc. Class A Common Stock",USD,Common Stock,129993935,2025-10-19 04:10:50.111036,1
BRT,NYSE,XNYS,BRT Apartments Corp. (MD) Common Stock,USD,Common Stock,17979971,2025-10-19 04:10:50.106003,1
BRW,NYSE,XNYS,Saba Capital Income & Opportunities Fund SBI,USD,Common Stock,42529493,2025-10-19 04:10:50.107948,1
BRX,NYSE,XNYS,Brixmor Property Group Inc. Common Stock,USD,Common Stock,306099542,2025-10-19 04:10:50.119526,1
BSAC,NYSE,XNYS,Banco Santander - Chile ADS,USD,Common Stock,471115317,2025-10-19 04:10:50.113596,1
BSBR,NYSE,XNYS,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",USD,Common Stock,7471058861,2025-10-19 04:10:50.196678,1
BSL,NYSE,XNYS,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,USD,Common Stock,13015904,2025-10-19 04:10:50.240379,1
BSM,NYSE,XNYS,"Black Stone Minerals, L.P. Common units representing limited partner interests",USD,Common Stock,211852971,2025-10-19 04:10:50.239489,1
BST,NYSE,XNYS,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,USD,Common Stock,34720019,2025-10-19 04:10:50.237138,1
BSTZ,NYSE,XNYS,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,USD,Common Stock,68744150,2025-10-19 04:10:50.278100,1
BSX,NYSE,XNYS,Boston Scientific Corporation Common Stock,USD,Common Stock,1481751634,2025-10-19 04:10:50.235181,1
BTA,NYSE,XNYS,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,USD,Common Stock,13439892,2025-10-19 04:10:50.427723,1
BTCM,NYSE,XNYS,BIT Mining Limited ADS,USD,Common Stock,17840429,2025-10-19 04:10:50.432590,1
BTE,NYSE,XNYS,Baytex Energy Corp Common Shares,USD,Common Stock,768317006,2025-10-19 04:10:50.469046,1
BTI,NYSE,XNYS,"British American Tobacco  Industries, p.l.c. Common Stock ADR",USD,Common Stock,2178632416,2025-10-19 04:10:50.474635,1
BTO,NYSE,XNYS,John Hancock Financial Opportunities Fund Common Stock,USD,Common Stock,19800132,2025-10-19 04:10:50.467915,1
BTT,NYSE,XNYS,BlackRock Municipal 2030 Target Term Trust,USD,Common Stock,63931752,2025-10-19 04:10:50.466756,1
BTU,NYSE,XNYS,Peabody Energy Corporation Common Stock ,USD,Common Stock,121600000,2025-10-19 04:10:50.478016,1
BTX,NYSE,XNYS,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,USD,Common Stock,116710298,2025-10-19 04:10:50.472973,1
BTZ,NYSE,XNYS,BlackRock Credit Allocation Income Trust,USD,Common Stock,93324457,2025-10-19 04:10:50.576338,1
BUD,NYSE,XNYS,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),USD,Common Stock,1730599906,2025-10-19 04:10:50.620536,1
BUI,NYSE,XNYS,"BlackRock Utility, Infrastructure & Power Opportunities Trust",USD,Common Stock,22714729,2025-10-19 04:10:50.616004,1
BUR,NYSE,XNYS,Burford Capital Limited Ordinary Shares,USD,Common Stock,218811591,2025-10-19 04:10:50.661004,1
BURL,NYSE,XNYS,"Burlington Stores, Inc. Common Stock",USD,Common Stock,63035016,2025-10-19 04:10:50.658129,1
BV,NYSE,XNYS,"BrightView Holdings, Inc. Common Stock",USD,Common Stock,94900000,2025-10-19 04:10:50.676487,1
BVN,NYSE,XNYS,Buenaventura Mining Company Inc.,USD,Common Stock,253715190,2025-10-19 04:10:51.088999,1
BW,NYSE,XNYS,"Babcock & Wilcox Enterprises, Inc. Common Stock",USD,Common Stock,101097542,2025-10-19 04:10:51.115310,1
BWA,NYSE,XNYS,BorgWarner Inc. Common Stock,USD,Common Stock,216392876,2025-10-19 04:10:51.239504,1
BWG,NYSE,XNYS,BrandywineGLOBAL Global Income Opportunities Fund Inc.,USD,Common Stock,16791836,2025-10-19 04:10:51.229595,1
BWLP,NYSE,XNYS,BW LPG Limited Common Shares,USD,Common Stock,151342653,2025-10-19 04:10:51.243046,1
BWMX,NYSE,XNYS,"Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares",USD,Common Stock,37316546,2025-10-19 04:10:51.248979,1
BWXT,NYSE,XNYS,"BWX Technologies, Inc. Common Stock",USD,Common Stock,91398740,2025-10-19 04:10:51.374129,1
BX,NYSE,XNYS,Blackstone Inc. Common Stock,USD,Common Stock,737091668,2025-10-19 04:10:51.463538,1
BXC,NYSE,XNYS,Bluelinx Holdings Inc. Common Stock,USD,Common Stock,7892416,2025-10-19 04:10:51.382572,1
BXMT,NYSE,XNYS,"Blackstone Mortgage Trust, Inc. Common Stock",USD,Common Stock,171578766,2025-10-19 04:10:51.365377,1
BXMX,NYSE,XNYS,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,USD,Common Stock,104165286,2025-10-19 04:10:51.383052,1
BXP,NYSE,XNYS,"BXP, Inc. Common Stock",USD,Common Stock,158375515,2025-10-19 04:10:51.422107,1
BXSL,NYSE,XNYS,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,USD,Common Stock,230232988,2025-10-19 04:10:51.462531,1
BY,NYSE,XNYS,"Byline Bancorp, Inc. Common Stock",USD,Common Stock,45864926,2025-10-19 04:10:51.507023,1
BYD,NYSE,XNYS,Boyd Gaming Corporation Common Stock,USD,Common Stock,80184203,2025-10-19 04:10:51.622243,1
BYM,NYSE,XNYS,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,USD,Common Stock,25903340,2025-10-19 04:10:51.619783,1
BZH,NYSE,XNYS,"Beazer Homes USA, Inc. Common Stock",USD,Common Stock,29725726,2025-10-19 04:10:51.620827,1
C,NYSE,XNYS,"Citigroup, Inc. Common Stock",USD,Common Stock,1789300000,2025-10-19 04:10:51.653269,1
CAAP,NYSE,XNYS,Corporacion America Airports SA Common Shares,USD,Common Stock,163086821,2025-10-19 04:11:30.591152,1
CABO,NYSE,XNYS,"Cable One, Inc. Common Stock",USD,Common Stock,5628990,2025-10-19 04:11:30.257321,1
CACI,NYSE,XNYS,"CACI International, Inc. Class A Common Stock",USD,Common Stock,21993796,2025-10-19 04:11:31.255589,1
CADE,NYSE,XNYS,Cadence Bank Common Stock,USD,Common Stock,186307016,2025-10-19 04:11:30.264572,1
CAE,NYSE,XNYS,CAE Inc. Ordinary Shares,USD,Common Stock,320613945,2025-10-19 04:11:30.642598,1
CAF,NYSE,XNYS,Morgan Stanley China A Share Fund Inc. Common Stock,USD,Common Stock,16987857,2025-10-19 04:11:31.153153,1
CAG,NYSE,XNYS,"ConAgra Brands, Inc. Common Stock",USD,Common Stock,478351641,2025-10-19 04:11:31.145810,1
CAH,NYSE,XNYS,"Cardinal Health, Inc. Common Stock",USD,Common Stock,237582682,2025-10-19 04:11:29.926931,1
CAL,NYSE,XNYS,"Caleres, Inc. Common Stock",USD,Common Stock,33842888,2025-10-19 04:11:30.267429,1
CALX,NYSE,XNYS,"Calix, Inc Common Stock",USD,Common Stock,65303995,2025-10-19 04:11:31.148786,1
CANG,NYSE,XNYS,"Cango Inc. American Depositary Shares,  each representing two (2) Class A Ordinary Shares",USD,Common Stock,172265225,2025-10-19 04:11:31.143468,1
CAPL,NYSE,XNYS,CrossAmerica Partners LP Common Units representing limited partner interests,USD,Common Stock,38118027,2025-10-19 04:11:31.264062,1
CARR,NYSE,XNYS,Carrier Global Corporation Common Stock ,USD,Common Stock,851022837,2025-10-19 04:11:31.325181,1
CARS,NYSE,XNYS,Cars.com Inc. Common Stock ,USD,Common Stock,61445496,2025-10-19 04:11:30.302902,1
CAT,NYSE,XNYS,"Caterpillar, Inc. Common Stock",USD,Common Stock,468478923,2025-10-19 04:11:30.495751,1
CATO,NYSE,XNYS,Cato Corporation (The) Class A Common Stock,USD,Common Stock,17962676,2025-10-19 04:11:30.625481,1
CAVA,NYSE,XNYS,"CAVA Group, Inc. Common Stock",USD,Common Stock,115954290,2025-10-19 04:11:30.622728,1
CB,NYSE,XNYS,Chubb Limited  Common Stock,USD,Common Stock,398690293,2025-10-19 04:11:31.151048,1
CBAN,NYSE,XNYS,"Colony Bankcorp, Inc. Common Stock",USD,Common Stock,17461284,2025-10-19 04:11:30.639913,1
CBL,NYSE,XNYS,"CBL & Associates Properties, Inc. Common Stock",USD,Common Stock,30933176,2025-10-19 04:11:30.786378,1
CBNA,NYSE,XNYS,"Chain Bridge Bancorp, Inc. Class A Common Stock",USD,Common Stock,3151496,2025-10-19 04:11:31.141234,1
CBRE,NYSE,XNYS,CBRE Group Inc Common Stock Class A,USD,Common Stock,297554325,2025-10-19 04:11:31.266938,1
CBT,NYSE,XNYS,Cabot Corporation Common Stock,USD,Common Stock,53203624,2025-10-19 04:11:31.261750,1
CBU,NYSE,XNYS,"Community Financial System, Inc. Common Stock",USD,Common Stock,52857077,2025-10-19 04:11:31.267554,1
CBZ,NYSE,XNYS,"CBIZ, Inc. Common Stock",USD,Common Stock,53975243,2025-10-19 04:11:31.378789,1
CC,NYSE,XNYS,Chemours Company (The) Common Stock,USD,Common Stock,149698300,2025-10-19 04:11:31.483817,1
CCI,NYSE,XNYS,Crown Castle Inc. Common Stock,USD,Common Stock,435470061,2025-10-19 04:11:31.545279,1
CCIF,NYSE,XNYS,Carlyle Credit Income Fund Shares of Beneficial Interest,USD,Common Stock,21157035,2025-10-19 04:11:31.486123,1
CCJ,NYSE,XNYS,Cameco Corporation Common Stock,USD,Common Stock,435387448,2025-10-19 04:11:31.546666,1
CCK,NYSE,XNYS,"Crown Holdings, Inc.",USD,Common Stock,116375594,2025-10-19 04:11:31.561453,1
CCL,NYSE,XNYS,Carnival Corporation Common Stock,USD,Common Stock,1167541049,2025-10-19 04:11:31.703698,1
CCM,NYSE,XNYS,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),USD,Common Stock,2815458,2025-10-19 04:11:31.593844,1
